name,emission_label,justification,topic,probability,topic_name
Supply Chain Sustainable Land Use Clause and Questionnaire,Waste Management Emissions,"Waste management emissions are targeted by implementing systems for the safe handling and management of waste, which can reduce methane emissions from landfills and other waste disposal methods.",0,1.0,Waste and Construction Emissions
Supply Chain Sustainable Land Use Clause and Questionnaire,Water Contamination Emissions,"Water contamination emissions are addressed by avoiding the use of hazardous materials and ensuring proper management of wastewater discharges, which can prevent the release of pollutants that contribute to greenhouse gas emissions.",5,0.8452036493127107,Water and Wastewater
Supply Chain Sustainable Land Use Clause and Questionnaire,Fertilizer Emissions,"Fertilizer emissions are reduced by requiring the identification and management of adverse practices related to the use of fertilizers and pesticides, which can lead to nitrous oxide emissions, a potent greenhouse gas.",-1,0.0,Outliers / Misc
Sustainability-Linked Loans,Carbon Footprint,"The clause includes a target for reducing the Carbon Footprint by 7% annually, which directly addresses emissions from energy consumption, transportation, and production processes associated with the borrower's operations.",1,1.0,Carbon and Fuel Emissions
Sustainability-Linked Loans,Employee Training,"The Employee Training Programme aims to educate staff on sustainability and climate issues, which can lead to improved practices that reduce emissions from daily operations and decision-making processes.",3,0.5363305438781837,Travel and Commuting
Sustainability-Linked Loans,Offsetting Projects,"The Offsetting Strategy focuses on transitioning to projects that remove emissions rather than merely avoiding or reducing them, thereby directly contributing to the reduction of atmospheric carbon levels through active carbon sequestration initiatives.",1,0.8438156152254611,Carbon and Fuel Emissions
Sustainability Clauses in Supply Chain Contracts,Transportation Emissions,The clause encourages compliance with sustainability policies that can lead to reduced transportation emissions by optimizing logistics and minimizing unnecessary travel.,3,1.0,Travel and Commuting
Sustainability Clauses in Supply Chain Contracts,Manufacturing Emissions,"By adhering to the Environmental Action Plan and Environmental Standards, the clause promotes practices that can lower emissions from manufacturing processes, such as energy efficiency and cleaner production techniques.",0,1.0,Waste and Construction Emissions
Sustainability Clauses in Supply Chain Contracts,Waste Management Emissions,"The requirement for compliance with environmental legislation and standards can help reduce emissions associated with waste management, including methane emissions from landfills and emissions from waste incineration.",0,1.0,Waste and Construction Emissions
Sustainability Clauses in Supply Chain Contracts,Energy Consumption Emissions,"The clause emphasizes the need for efficient operations, which can lead to reduced energy consumption emissions by promoting the use of renewable energy sources and energy-efficient technologies.",2,0.8331925683578121,Energy and Heat Consumption
Sustainability Clauses in Supply Chain Contracts,Supply Chain Emissions,"By extending obligations to subcontractors, the clause addresses emissions throughout the supply chain, ensuring that all parties involved are committed to reducing their carbon footprint and improving overall sustainability.",0,1.0,Waste and Construction Emissions
Sustainability Enterprise Delivery Measures within Construction Works Task Orders,Construction Waste,"The clause encourages deconstruction for reuse, which helps reduce construction waste by promoting the recycling of materials rather than sending them to landfills.",0,1.0,Waste and Construction Emissions
Sustainability Enterprise Delivery Measures within Construction Works Task Orders,Resource Depletion,"By optimizing resource use and focusing on deconstructable elements, the clause aims to minimize resource depletion, ensuring that materials are used efficiently and sustainably.",6,0.6454509146154175,Soil and Biodiversity
Sustainability Enterprise Delivery Measures within Construction Works Task Orders,Heat Emissions,"Addressing resilience to temperature increases in project designs helps mitigate heat emissions by ensuring that structures can withstand higher temperatures, reducing the need for energy-intensive cooling systems.",2,0.44642629045050075,Energy and Heat Consumption
Sustainability Enterprise Delivery Measures within Construction Works Task Orders,Biodiversity Loss,"The focus on improving intertidal habitats and biodiversity through project measures directly addresses biodiversity loss, promoting healthier ecosystems that can better adapt to climate change.",6,1.0,Soil and Biodiversity
Sustainability Enterprise Delivery Measures within Construction Works Task Orders,Water Pollution,"The clause's emphasis on waterbody improvement measures aims to reduce water pollution by ensuring that construction activities do not negatively impact local water quality, thus protecting aquatic ecosystems.",8,1.0,Runoff and Pollution
Sustainability Key Performance Indicators in Construction Works Task Orders,Construction Waste Emissions,"The clause aims to reduce emissions associated with construction waste by incentivizing the contractor to minimize the amount of waste sent to landfill, thereby decreasing methane emissions from decomposing waste.",0,1.0,Waste and Construction Emissions
Sustainability Key Performance Indicators in Construction Works Task Orders,Carbon Footprint,"By focusing on the reduction of the carbon footprint throughout the construction process, the clause directly addresses emissions from energy use, material production, and transportation, which contribute to climate change.",1,1.0,Carbon and Fuel Emissions
Sustainability Key Performance Indicators in Construction Works Task Orders,Water Consumption,"The objective to reduce water consumption on-site helps mitigate emissions related to water treatment and distribution, as well as the energy used in water heating and pumping.",5,0.7578019464196671,Water and Wastewater
Sustainability Key Performance Indicators in Construction Works Task Orders,Recycled Materials,"Encouraging the use of recycled materials reduces the need for new material extraction and processing, which are energy-intensive processes that generate significant greenhouse gas emissions.",0,0.8848940394345362,Waste and Construction Emissions
Sustainability Key Performance Indicators in Construction Works Task Orders,Environmental Net Gain,"The emphasis on achieving environmental net gain promotes practices that enhance biodiversity and ecosystem services, which can help sequester carbon and improve resilience to climate impacts.",-1,0.0,Outliers / Misc
Sustainability Reporting Clause for the Constitution of a Private Limited Company,Operational Energy Use,"The clause ensures that the Corporate Sustainability Policy is regularly reviewed, which can lead to improved energy efficiency measures in operations, thereby reducing emissions from operational energy use.",2,0.8681990339892731,Energy and Heat Consumption
Sustainability Reporting Clause for the Constitution of a Private Limited Company,Waste Management Emissions,"By discussing sustainability due diligence measures, the company can identify and implement better waste management practices, which can significantly reduce emissions associated with waste disposal and treatment.",0,1.0,Waste and Construction Emissions
Sustainability Reporting Clause for the Constitution of a Private Limited Company,Supply Chain Emissions,"The requirement for sustainability reporting encourages the company to assess and improve the sustainability practices of its supply chain, which can lead to reduced emissions from transportation and production processes of suppliers.",0,1.0,Waste and Construction Emissions
Sustainable On Site Working Practices,Energy Consumption,"The clause promotes energy-saving practices on site, which directly reduces energy consumption and associated emissions from electricity generation.",2,1.0,Energy and Heat Consumption
Sustainable On Site Working Practices,Construction Equipment,"By encouraging the electrification of construction tools and the use of energy-efficient equipment, the clause aims to minimize emissions from fossil fuel-powered machinery.",0,0.8422421246092789,Waste and Construction Emissions
Sustainable On Site Working Practices,Waste Generation,"Recycling and reusing materials on site helps to reduce waste generation, which in turn decreases emissions associated with waste disposal and material production.",0,1.0,Waste and Construction Emissions
Sustainable On Site Working Practices,Water Usage,"Implementing eco-friendly low flow faucets and toilets reduces water usage, which can lower the energy required for water heating and treatment, thus reducing related emissions.",5,1.0,Water and Wastewater
Sustainable On Site Working Practices,Transportation Emissions,"Promoting green travel for staff, such as cycling to work, aims to reduce emissions from personal vehicles and commuting, contributing to lower overall transportation emissions.",3,1.0,Travel and Commuting
TV Production: Promotion of Sustainable Consumption and Travel,Product Lifecycle Emissions,"The clause promotes the sustainable use of items by encouraging the discussion of existing products and alternatives, which helps reduce emissions associated with the production and disposal of new items throughout their lifecycle.",0,1.0,Waste and Construction Emissions
TV Production: Promotion of Sustainable Consumption and Travel,Travel Emissions,"By advocating for more sustainable travel options and avoiding unnecessary travel, the clause directly addresses emissions generated from transportation, which is a significant contributor to climate change.",3,1.0,Travel and Commuting
TV Production: Promotion of Sustainable Consumption and Travel,Fast Fashion Emissions,"The prohibition against purchasing from fast fashion retailers aims to reduce emissions linked to the high carbon footprint of fast fashion production processes, which are often resource-intensive and environmentally damaging.",-1,0.0,Outliers / Misc
TV Production: Promotion of Sustainable Consumption and Travel,Waste Emissions,"The clause encourages the reuse, resale, or recycling of items after production, which helps mitigate emissions associated with waste disposal and the environmental impact of landfills.",0,0.7548798011316139,Waste and Construction Emissions
Target Product Carbon Footprint (Schedule for Consumer Goods Contracts),Product Manufacturing Emissions,"The clause establishes a Target Product Carbon Footprint budget that incentivizes manufacturers to reduce emissions during the production of goods, directly addressing emissions from product manufacturing processes.",0,1.0,Waste and Construction Emissions
Target Product Carbon Footprint (Schedule for Consumer Goods Contracts),Supply Chain Emissions,"By focusing on reducing the carbon footprint associated with the supply chain, the clause encourages suppliers to adopt more sustainable practices, thereby minimizing emissions generated throughout the supply chain activities.",0,1.0,Waste and Construction Emissions
Target Product Carbon Footprint (Schedule for Consumer Goods Contracts),Transportation Emissions,"The clause indirectly addresses transportation emissions by promoting a reduction in the overall carbon footprint of goods, which includes emissions from the transportation of products from suppliers to customers.",3,1.0,Travel and Commuting
Target Product Carbon Footprint (Schedule for Consumer Goods Contracts),Waste Management Emissions,"The requirement for offsetting residual emissions and reporting on carbon footprints encourages practices that can lead to better waste management strategies, thus reducing emissions associated with waste disposal and treatment.",0,1.0,Waste and Construction Emissions
Template Board Paper for Significant Contracts/ Transactions,Industrial Emissions,"The clause emphasizes alignment with decarbonisation and net-zero targets, which directly addresses industrial emissions from manufacturing processes and energy use.",0,1.0,Waste and Construction Emissions
Template Board Paper for Significant Contracts/ Transactions,Supply Chain Emissions,"By ensuring that the significant contract or transaction aligns with interim emissions-reduction targets, the clause helps to manage and reduce emissions associated with the supply chain, particularly from suppliers that may not meet climate standards.",0,1.0,Waste and Construction Emissions
Template Board Paper for Significant Contracts/ Transactions,Operational Emissions,"The clause includes provisions for measuring and reporting emissions, which can lead to reductions in operational emissions through improved efficiency and technology adoption.",-1,0.0,Outliers / Misc
Template Board Paper for Significant Contracts/ Transactions,Carbon Offsetting,"The mention of high-quality offsets indicates a strategy to manage residual emissions, ensuring that any unavoidable emissions are mitigated through credible offsetting mechanisms.",1,1.0,Carbon and Fuel Emissions
Template Board Paper for Significant Contracts/ Transactions,Transition Risks,"The clause identifies transition risks associated with high-carbon commodities and long-term projects, which can lead to increased emissions if not managed properly. By addressing these risks, the clause supports a transition to lower-carbon alternatives.",4,0.8268120591753667,Physical Climate Risks
The Net Zero Standard for Suppliers,Fugitive Emissions,"Fugitive emissions may arise from leaks in equipment or processes during the supply chain operations. The clause encourages suppliers to measure and manage total emissions, which can help identify and mitigate these leaks.",1,1.0,Carbon and Fuel Emissions
The Net Zero Standard for Suppliers,Process Emissions,"Process emissions are generated from chemical reactions in manufacturing processes. By requiring suppliers to report on total emissions and implement improvement plans, the clause promotes practices that can reduce emissions from these processes.",0,1.0,Waste and Construction Emissions
The Net Zero Standard for Suppliers,Transportation Emissions,"Transportation emissions occur from the movement of goods within the supply chain. The cascading obligations in the clause encourage suppliers to consider emissions from their logistics and transportation activities, leading to potential reductions.",3,1.0,Travel and Commuting
The Net Zero Standard for Suppliers,Energy Use Emissions,"Energy use emissions are produced from the consumption of electricity and fuels in operations. The clause's focus on measuring and managing total emissions encourages suppliers to adopt energy-efficient practices and technologies, thereby reducing emissions associated with energy consumption.",2,0.9727365335000323,Energy and Heat Consumption
The ‘Green Supplier’ Contract – A Standardised Contractual Pricing Model,Transportation Emissions,"The clause mandates the use of a fleet of electric vehicles or other low-carbon delivery systems, which directly reduces emissions associated with the transportation of goods or services.",3,1.0,Travel and Commuting
The ‘Green Supplier’ Contract – A Standardised Contractual Pricing Model,Electricity Emissions,"By requiring the Supplier to purchase electricity on a green tariff that uses 100% renewable energy, the clause aims to eliminate emissions from fossil fuel-based electricity consumption in the Supplier's operations.",2,0.727695187537803,Energy and Heat Consumption
The ‘Green Supplier’ Contract – A Standardised Contractual Pricing Model,Carbon Footprint,"The Supplier is required to measure and reduce its Carbon Footprint by at least 15%, which directly targets emissions from various operational activities, including production and logistics.",1,1.0,Carbon and Fuel Emissions
The ‘Green Supplier’ Contract – A Standardised Contractual Pricing Model,Waste Emissions,"The clause includes a commitment to measure and reduce waste to landfill by at least 15%, which helps mitigate emissions associated with waste management and decomposition processes.",0,0.7548798011316139,Waste and Construction Emissions
The ‘Green Supplier’ Contract – A Standardised Contractual Pricing Model,Single-Use Plastics,"By addressing single-use plastic usage, the clause aims to reduce emissions related to the production and disposal of plastics, which are significant contributors to greenhouse gas emissions.",0,0.8647101818464965,Waste and Construction Emissions
"Transparent Sourcing of Greener, Fairer Renewable Energy",Operational Emissions,"The clause emphasizes minimizing operational emissions associated with the use of energy equipment, which includes emissions from energy generation and consumption during the operational phase.",-1,0.0,Outliers / Misc
"Transparent Sourcing of Greener, Fairer Renewable Energy",Construction Emissions,"By requiring the design of energy equipment to minimize emissions during construction, the clause addresses emissions generated from construction activities, such as machinery use and material transport.",0,1.0,Waste and Construction Emissions
"Transparent Sourcing of Greener, Fairer Renewable Energy",Installation Emissions,"The clause targets emissions produced during the installation of energy equipment, which can include transportation emissions and emissions from equipment used during the installation process.",0,0.8608398594640492,Waste and Construction Emissions
"Transparent Sourcing of Greener, Fairer Renewable Energy",Supply Chain Emissions,"The focus on supply chain transparency and cooperation aims to reduce emissions associated with the entire supply chain of energy equipment, ensuring that suppliers adhere to low-emission practices.",0,1.0,Waste and Construction Emissions
